,Airport,Degree,Strength,Cluster_Coefficient,Average Length,Max Length,EigenVector Centrality,Betweenness,PageRank
1089,HAN,17,17.0,0.34558824,5.42952447,11.0,0.04754632,15276.921509487252,0.0005972577650955466
1090,HAQ,1,1.0,,6.24612674,12.0,0.00195638,0.0,6.655982865812638e-05
1091,HAR,15,15.0,0.98095238,5.64847821,13.0,0.1221969,3.097982013620439,0.00031764800872867655
1092,HAS,10,10.0,0.6,5.60860959,12.0,0.01032706,1088.6587367813706,0.0003026490418187242
1093,HAU,6,6.0,0.46666667,6.28440814,13.0,0.01082234,67.56061390935534,0.0002014840833206532
1094,HAV,51,51.0,0.20705882,4.80009466,12.0,0.21481066,41596.02236477628,0.0014514343414284304
1095,HBA,3,3.0,1.0,5.8698379,12.0,0.00224116,0.0,0.00015179929788289862
1096,HBE,14,14.0,0.68131868,5.36170594,12.0,0.08848233,59.58625313082394,0.0003172092848131092
1097,HBT,1,1.0,,5.58812651,12.0,0.00379581,0.0,6.342273632962603e-05
1098,HCQ,3,3.0,0.0,7.95448148,14.0,5.8e-07,4558.568705091552,0.0003012804861989681
1099,HCR,2,2.0,0.0,6.72612222,14.0,2.52e-05,3613.999999999999,0.00019789911811579007
1100,HDS,2,2.0,1.0,5.65943316,12.0,0.00510559,0.0,0.00011220631081248369
1101,HDY,4,4.0,1.0,5.79908393,11.0,0.01630222,0.0,0.00014176095085694242
1102,HEH,9,9.0,0.36111111,6.33072323,12.0,0.00054735,1826.4530245455478,0.0004629225412531796
1103,HEL,64,64.0,0.23809524,4.79124228,12.0,0.31235577,70407.63339200015,0.0018543290379285982
1104,HER,19,19.0,0.64912281,5.18412621,12.0,0.12891043,123.92496596044585,0.00037164187890194707
1105,HET,8,8.0,0.46428571,5.62948546,12.0,0.01116845,102.55786425968353,0.00025350217049701105
1106,HFA,5,5.0,0.5,5.64573888,13.0,0.00941718,3.9701298701298695,0.00018497372863660323
1107,HFD,35,35.0,0.78151261,4.94020032,12.0,0.23073536,472.8897809170466,0.0007173424588859655
1108,HFE,20,20.0,0.74210526,5.65011013,12.0,0.02441,3631.122330554774,0.00044931431307519774
1109,HFN,1,1.0,,6.11801037,13.0,0.00239264,0.0,7.227814864925853e-05
1110,HFS,2,2.0,0.0,5.68594301,13.0,0.0076529,3616.0000000000005,0.00015894357601553062
1111,HFT,8,8.0,0.32142857,7.26679084,14.0,0.00011278,7525.807142857808,0.0004275885310215475
1112,HGA,7,7.0,0.38095238,6.35585064,13.0,0.00478796,386.23334076442364,0.00026462394730904963
1113,HGD,2,2.0,0.0,7.18381332,12.0,2.666e-05,2146.072893243424,0.00016840996766506587
1114,HGH,28,28.0,0.63227513,5.63823804,12.0,0.02568637,148.42495635523892,0.0005708183943506461
1115,HGL,1,1.0,,7.37162857,14.0,0.00012778,0.0,0.00011337959477222812
1116,HGN,1,1.0,,6.28546161,12.0,0.00035492,0.0,7.567429380040108e-05
1117,HGR,2,2.0,1.0,5.81725467,13.0,0.00722241,0.0,0.00010296533136249198
1118,HGU,10,10.0,0.31111111,6.72751579,11.0,0.00017875,3742.2999999999997,0.0006211484822208363
1119,HHH,2,2.0,1.0,5.80278679,13.0,0.00995654,0.0,7.80400307796119e-05
1120,HIB,1,1.0,,6.63032414,14.0,0.00012252,0.0,0.00010392764561113802
1121,HID,9,9.0,0.19444444,6.14259813,11.0,0.00044225,27077.52222222222,0.0005705187839763555
1122,HII,2,2.0,1.0,5.7461311,13.0,0.00645618,0.0,0.0001081853719031731
1123,HIJ,14,14.0,0.58241758,5.24837638,11.0,0.03263042,743.9448900296534,0.00038350226594181417
1124,HIL,2,2.0,1.0,7.27709652,14.0,3.842e-05,0.0,0.0001456485325435443
1125,HIN,2,2.0,1.0,5.40439894,12.0,0.00569665,0.0,9.354960063131817e-05
1126,HIR,19,19.0,0.05263158,6.1697707,10.0,0.00117603,73824.16666666664,0.0014984384599893105
1127,HIT,2,2.0,0.0,8.72748321,13.0,1e-07,1807.5000000000002,0.000204839243471409
1128,HJR,2,2.0,0.0,6.68386091,13.0,0.00019104,0.5,0.00011545459741479408
1129,HKB,1,1.0,,6.74777673,14.0,0.00012862,0.0,9.267982406101348e-05
1130,HKD,6,6.0,0.33333333,5.31995707,12.0,0.01445611,3647.2682982805177,0.000229006646916782
1131,HKG,98,98.0,0.20113612,4.60220703,11.0,0.28557449,306949.3490311385,0.0023988565520213566
1132,HKK,1,1.0,,6.22624408,12.0,0.0003712,0.0,7.721233944798126e-05
1133,HKN,12,12.0,0.18181818,6.72617443,11.0,0.00015755,33800.397619048934,0.0007663322528312845
1134,HKT,20,20.0,0.33684211,4.7921527,11.0,0.07003787,6387.369365204386,0.000589002237818841
1135,HKY,1,1.0,,5.82916305,13.0,0.00697035,0.0,6.067509010915375e-05
1136,HLD,2,2.0,1.0,5.66450375,12.0,0.00584551,0.0,8.858495103484959e-05
1137,HLF,2,2.0,1.0,5.68596935,13.0,0.00778883,0.0,0.00011527781710398323
1138,HLH,1,1.0,,6.66626231,13.0,0.00010033,0.0,0.000105926836197487
1139,HLN,6,6.0,1.0,5.67238902,13.0,0.01103661,0.0,0.00020985096854282608
1140,HLZ,5,5.0,0.9,5.85808464,12.0,0.00119609,0.25,0.00023188939668531905
1141,HME,5,5.0,0.5,6.23432639,13.0,0.00554166,1.8492063492063493,0.0001738592943675052
1142,HMO,21,21.0,0.38571429,5.12177677,12.0,0.04417598,4638.207610606749,0.0005473556310402115
1143,HNA,5,5.0,0.9,5.46842943,12.0,0.00923554,0.0425531914893617,0.0001638436117181246
1144,HNH,1,1.0,,6.74854302,14.0,0.00012976,0.0,0.00010798470831218476
1145,HNL,51,51.0,0.21098039,4.59808054,11.0,0.15095625,202549.5959896389,0.001623764075268988
1146,HNM,2,2.0,1.0,5.58779844,12.0,0.00344302,0.0,9.507052142586304e-05
1147,HNS,2,2.0,1.0,6.74852264,14.0,0.00013211,0.0,0.00018779949271681624
1148,HOB,3,3.0,0.33333333,5.59772318,13.0,0.00910264,159.6185683642948,0.00014031740396128206
1149,HOD,6,6.0,0.86666667,5.71634003,12.0,0.02023388,0.9002145240743683,0.00017147156620250803
1150,HOF,1,1.0,,5.58812651,12.0,0.00379581,0.0,6.342273632962603e-05
1151,HOG,9,9.0,0.72222222,5.24215147,12.0,0.08939103,3618.3816835059165,0.0002474273238068857
1152,HOI,4,4.0,0.5,6.07041971,13.0,0.00046302,1.5,0.0002714269384508147
1153,HOK,2,2.0,0.0,7.73733472,13.0,4.72e-06,1807.5,0.00019917328442222974
1154,HOM,3,3.0,0.0,5.73071245,13.0,0.00138926,10842.5,0.0002633952492035202
1155,HON,1,1.0,,6.63044818,14.0,0.00012244,0.0,0.00010767637269021187
1156,HOQ,2,2.0,1.0,5.35152969,12.0,0.01764937,0.0,0.0001030982606071811
1157,HOR,5,5.0,0.5,6.08270252,13.0,0.00587715,5418.666666666667,0.0002591923733141498
1158,HOT,2,2.0,0.0,5.59866033,13.0,0.00884793,2490.3236851561996,0.00012441429638104592
1159,HOU,144,144.0,0.16336441,4.58327766,12.0,0.47998803,114160.95971690571,0.003332651446421987
1160,HOV,3,3.0,1.0,6.25549467,13.0,0.00534016,0.0,0.0001345032132572834
1161,HPA,2,2.0,1.0,6.56245013,13.0,0.00010938,0.0,0.00015285985072510257
1162,HPB,3,3.0,1.0,6.7270587,14.0,2.68e-05,0.0,0.00023398087858810424
1163,HPH,1,1.0,,6.27594937,12.0,0.00098065,0.0,7.372970260479749e-05
1164,HPN,15,15.0,0.73333333,5.51257916,13.0,0.09489427,2031.7634228862723,0.0003443235435652548
1165,HRB,21,21.0,0.64285714,5.37398023,12.0,0.02946021,118.74920891033005,0.0004492703152233398
1166,HRE,19,19.0,0.25146199,5.09370756,12.0,0.05962543,10527.423156129076,0.0006532048207788076
1167,HRG,20,20.0,0.65263158,5.25844005,12.0,0.1590914,50.633736167676666,0.00040129866304225106
1168,HRK,3,3.0,1.0,5.46212993,12.0,0.02662523,0.0,0.00010113788443318719
1169,HRL,5,5.0,1.0,5.53370975,13.0,0.03044777,0.0,0.00014130647222804864
1170,HRO,2,2.0,0.0,6.57674547,14.0,0.00027972,1.0,0.00014680159525259323
1171,HSG,3,3.0,0.66666667,5.32128479,12.0,0.0133118,0.0425531914893617,0.00011369580849521557
1172,HSL,5,5.0,0.5,6.76781733,14.0,0.00016213,106.59727963748459,0.0003023346688086792
1173,HSN,4,4.0,0.5,6.40496111,12.0,0.00196927,1.4181316268272788,0.00011680222354776543
1174,HSV,10,10.0,0.91111111,5.50883785,13.0,0.07305069,15.649173183163786,0.0002311851721622998
1175,HSZ,2,2.0,1.0,6.2365303,12.0,0.00066806,0.0,0.00010815070031152497
1176,HTA,2,2.0,1.0,5.40816803,12.0,0.01062267,0.0,9.656923287403355e-05
1177,HTI,6,6.0,0.53333333,5.86460441,11.0,0.00359651,3035.034927470957,0.0002929678468463354
1178,HTN,1,1.0,,6.72669875,13.0,0.00062261,0.0,6.936817870158332e-05
1179,HTR,1,1.0,,6.3255918,13.0,0.00028225,0.0,7.495869946188774e-05
1180,HTS,3,3.0,1.0,5.52312585,13.0,0.02487065,0.0,0.00010000054665121443
1181,HUE,2,2.0,0.0,7.27892808,14.0,3.224e-05,2.833333333333333,0.0001603978402416622
1182,HUH,4,4.0,1.0,6.07032903,13.0,0.00046406,0.0,0.0002444988419921345
1183,HUI,2,2.0,1.0,6.28243356,12.0,0.00182516,0.0,0.0001035925908595102
1184,HUN,3,3.0,1.0,5.49848102,12.0,0.00268633,0.0,0.00013444657702342156
1185,HUQ,2,2.0,1.0,6.38761758,13.0,0.00452017,0.0,8.706249698903772e-05
1186,HUS,2,2.0,1.0,6.74738265,14.0,0.0001315,0.0,0.000144076717758451
1187,HUU,1,1.0,,5.96367827,13.0,0.00210716,0.0,7.254941699368914e-05
1188,HUV,1,1.0,,5.68599568,13.0,0.00765049,0.0,6.628474483481171e-05
1189,HUX,3,3.0,1.0,5.81495678,13.0,0.00484182,0.0,0.00013123789172079072
1190,HUY,3,3.0,0.66666667,5.21405461,12.0,0.03248567,54.03446420434244,0.00010302763253410836
1191,HVA,2,2.0,1.0,7.1909711,14.0,2.499e-05,0.0,0.00013549040905011902
1192,HVB,3,3.0,0.66666667,6.1765612,11.0,0.0009708,0.3333333333333333,0.0001683616536156607
1193,HVD,1,1.0,,6.44223009,13.0,0.00049854,0.0,8.892840082362689e-05
1194,HVG,3,3.0,1.0,8.26641314,15.0,2.19e-06,0.0,0.00018058155261314516
1195,HVN,2,2.0,1.0,5.49616258,13.0,0.01710845,0.0,7.724127280200458e-05
1196,HVR,1,1.0,,7.6599546,15.0,7.52e-06,0.0,0.00011660842656653514
1197,HWN,2,2.0,0.0,6.65730838,13.0,0.00013999,2.592857142857143,0.00013724867791242723
1198,HYA,4,4.0,0.83333333,5.58237856,13.0,0.02269244,70.50577764254447,0.0001342522747053246
1199,HYD,12,12.0,0.45454545,5.77505657,11.0,0.0171667,1025.8367779215473,0.0003684208165983744
1200,HYF,2,2.0,0.0,7.72625557,12.0,2.75e-06,7222.5,0.00019994246836490222
1201,HYL,1,1.0,,6.71445309,14.0,0.00010558,0.0,0.00011128596853110998
1202,HYN,4,4.0,0.83333333,5.61897769,12.0,0.00799977,0.5658478681223786,0.00011945350469659369
1203,HYS,4,4.0,0.5,5.81807466,13.0,0.01095041,89.01573509147994,0.00016753636584684693
1204,HZG,1,1.0,,6.28023936,13.0,0.00074368,0.0,6.179761532936815e-05
1205,IAM,3,3.0,0.66666667,6.23128751,13.0,0.00385816,0.3333333333333333,0.0001242534124591115
1206,IAN,3,3.0,1.0,6.72706854,14.0,2.627e-05,0.0,0.00020474757001022259
1207,IAS,2,2.0,1.0,6.37098143,13.0,0.00576873,0.0,0.00010681859999477967
1208,IBE,6,6.0,0.66666667,5.95855667,13.0,0.00315847,9.983333333333333,0.00027686757214182304
1209,IBI,4,4.0,0.5,7.72587038,12.0,2.9e-06,1806.8333333333335,0.0002929612403946591
1210,IBZ,11,11.0,0.87272727,5.2217569,12.0,0.09304455,2.983765311345,0.00022767573067666066
1211,ICI,1,1.0,,6.9808749,13.0,1.184e-05,0.0,0.00011041094674571414
1212,ICT,11,11.0,1.0,5.51298328,13.0,0.07908734,0.0,0.00026069510819123415
1213,IDA,2,2.0,1.0,6.04090308,13.0,0.00539227,0.0,8.711921224027557e-05
1214,IDN,2,2.0,0.0,7.72458762,12.0,2.95e-06,21666.0,0.00020142546449431685
1215,IDR,3,3.0,1.0,5.72743715,12.0,0.0080408,0.0,0.0001246631918247806
1216,IEV,59,59.0,0.34307423,5.38712021,12.0,0.3219659,14773.954087713122,0.001317812632094684
1217,IFJ,2,2.0,1.0,6.11792363,13.0,0.00243673,0.0,0.00012783711354623912
1218,IFN,9,9.0,0.5,6.09445181,12.0,0.00955327,569.6380565100114,0.00029411760606662846
1219,IFO,1,1.0,,6.38709915,13.0,0.00571868,0.0,6.044480604288084e-05
1220,IFP,2,2.0,1.0,5.7461311,13.0,0.00645618,0.0,0.00010818537190313517
1221,IGA,3,3.0,0.66666667,5.74069255,13.0,0.00725239,35.30404642193312,0.00013535580252560124
1222,IGG,1,1.0,,7.73001321,15.0,4.5e-07,0.0,0.00014172378901817017
1223,IGM,1,1.0,,6.74606232,14.0,0.00011267,0.0,0.00010629693945460821
1224,IGR,1,1.0,,5.59012151,13.0,0.00321543,0.0,7.489833264116277e-05
1225,IGU,3,3.0,1.0,5.77201712,13.0,0.00491279,0.0,0.00014155518184814776
1226,IHU,2,2.0,0.0,7.72647581,12.0,2.69e-06,1205.1892857143353,0.0001879753548150296
1227,IIS,2,2.0,1.0,7.72816027,12.0,5.53e-06,0.0,0.0001582344084244626
1228,IKO,1,1.0,,6.73041564,14.0,2.515e-05,0.0,0.00012048815727441637
1229,IKT,13,13.0,0.28205128,5.43803636,12.0,0.02331932,254.41916206338811,0.0003656542615070303
1230,ILE,3,3.0,1.0,5.58840267,13.0,0.01768806,0.0,0.000112616750902968
1231,ILI,5,5.0,0.2,5.73071245,13.0,0.00139016,14456.0,0.0004182662241099773
1232,ILM,4,4.0,1.0,5.52121275,13.0,0.03167341,0.0,0.00011459483010095218
1233,ILO,3,3.0,0.66666667,5.71376747,11.0,0.00271156,1.0,0.0001630467509822791
1234,ILP,1,1.0,,6.26471645,12.0,0.00027917,0.0,8.377907192520864e-05
1235,ILY,1,1.0,,6.06421706,13.0,0.00300609,0.0,6.270237987319328e-05
1236,IMF,5,5.0,0.4,5.91415565,12.0,0.00115411,3.0,0.0002500866937041112
1237,IMP,4,4.0,0.66666667,6.82042853,14.0,0.00041708,68.88887635993726,0.00020086948848866144
1238,IMT,1,1.0,,5.48994206,13.0,0.01223187,0.0,6.0220133356699337e-05
1239,INC,4,4.0,0.66666667,5.62301183,12.0,0.00776844,341.54321659374733,0.0001353752704747407
1240,IND,40,40.0,0.72307692,4.9397462,12.0,0.24192234,321.0393325819412,0.0008040000774944429
1241,ING,3,3.0,0.33333333,6.58870968,14.0,6.274e-05,1199.9523809523996,0.00021921580345815448
1242,INL,2,2.0,0.0,6.6306363,14.0,0.00024508,1.6666666666666665,0.0001596658185464285
1243,INN,6,6.0,0.86666667,5.27787912,12.0,0.07323351,15.564054204804293,0.0001515542583537191
1244,INU,4,4.0,0.33333333,5.86469133,11.0,0.00147515,625.7706156852429,0.00022377464939106064
1245,INV,5,5.0,0.5,5.17925548,12.0,0.02328867,7649.61214876844,0.0001768953082822217
1246,INZ,4,4.0,1.0,6.23107551,13.0,0.00394552,0.0,0.0001552301451731641
1247,IOA,3,3.0,1.0,5.43541356,12.0,0.01340864,0.0,0.0001029557930645121
1248,IOM,12,12.0,0.57575758,5.1181237,12.0,0.04982753,178.0002709380655,0.0002738114602370343
1249,IOP,3,3.0,0.33333333,7.72682733,12.0,2.69e-06,5392.536904761903,0.00026887706550684327
1250,IOS,3,3.0,1.0,5.76395413,13.0,0.00529406,0.0,0.00013185679270184808
1251,IPA,4,4.0,0.66666667,6.85323331,12.0,9.199e-05,1806.5,0.0002619473089913961
1252,IPC,2,2.0,0.0,5.83361802,13.0,0.00200831,672.7886001573153,0.00011682955617074354
1253,IPH,2,2.0,1.0,5.72601621,12.0,0.0047043,0.0,0.00010157972726636185
1254,IPI,2,2.0,0.0,6.86550968,14.0,0.00024726,116.12363220085533,0.00014700058434718877
1255,IPL,1,1.0,,5.20172255,12.0,0.00907583,0.0,6.28545966981811e-05
1256,IPN,2,2.0,1.0,5.77230278,13.0,0.00482795,0.0,0.00010268529510493136
1257,IPT,2,2.0,1.0,5.84110459,13.0,0.01501232,0.0,7.983050029709088e-05
1258,IQM,1,1.0,,7.72663167,14.0,1.107e-05,0.0,0.0001226741779904128
1259,IQQ,5,5.0,0.4,6.64674152,14.0,0.00230529,340.175376207509,0.0002396250924143537
1260,IQT,4,4.0,0.5,5.96344177,13.0,0.00222291,1.5,0.00022109916351669434
1261,IRA,4,4.0,0.33333333,7.16971145,11.0,2.165e-05,3616.5,0.00036940242249343207
1262,IRC,2,2.0,0.0,6.74771526,14.0,0.0001287,1807.5,0.00017268110564939111
1263,IRG,2,2.0,1.0,6.14301369,11.0,0.00044863,0.0,0.00014572430678433043
1264,IRJ,3,3.0,1.0,5.57885677,13.0,0.00357497,0.0,0.00015141759752360914
1265,IRK,1,1.0,,5.96118189,13.0,0.00467871,0.0,6.137761868394517e-05
1266,ISA,6,6.0,0.33333333,6.18416106,11.0,0.00141862,15898.654122540456,0.0003686313439260312
1267,ISB,33,33.0,0.33522727,5.03017096,11.0,0.16060105,32290.011704904202,0.0009453482825767589
1268,ISE,2,2.0,1.0,5.69009704,13.0,0.00968463,0.0,0.0001075808433057873
1269,ISG,10,10.0,0.35555556,5.32562374,12.0,0.01589086,9236.474843983284,0.0003941097605191455
1270,ISN,1,1.0,,6.8179017,14.0,0.00010833,0.0,0.00010932671565681448
1271,ISP,16,16.0,0.76666667,5.42265763,13.0,0.08989838,240.5778903414234,0.0003294827933455854
1272,IST,116,116.0,0.20134933,4.69018343,12.0,0.53556684,97815.93989070083,0.002783947470161952
1273,ITB,4,4.0,0.16666667,7.83410729,15.0,1.723e-05,3833.3762258168767,0.0003216231058326414
1274,ITH,6,6.0,0.86666667,5.56964905,13.0,0.04678633,28.123037635042312,0.00015796976870089628
1275,ITK,2,2.0,0.0,7.72792806,12.0,5.37e-06,4.333333333333333,0.00017576492268535528
1276,ITO,3,3.0,1.0,5.58565076,12.0,0.00400397,0.0,0.00012229781131660152
1277,IUE,2,2.0,1.0,5.86475656,12.0,0.00112958,0.0,0.00012133512504452549
1278,IVA,2,2.0,0.0,7.10551467,13.0,3.358e-05,0.5333333333333333,0.0001328429995093725
1279,IVC,2,2.0,1.0,6.22569785,12.0,0.00037962,0.0,0.0001252134427122736
1280,IVL,1,1.0,,5.79119149,13.0,0.00554799,0.0,6.608717735272556e-05
1281,IVR,3,3.0,1.0,6.88466887,12.0,7.169e-05,0.0,0.00018133064776298025
1282,IVW,2,2.0,0.0,6.94615263,13.0,1.976e-05,4946.965647454223,0.00018915669446604864
1283,IWD,1,1.0,,5.63055533,13.0,0.00689149,0.0,6.427979585432327e-05
1284,IWJ,2,2.0,1.0,5.31473376,12.0,0.01120296,0.0,9.019681617594779e-05
1285,IXA,2,2.0,1.0,5.9143388,12.0,0.00109904,0.0,0.00010837755453318696
1286,IXB,3,3.0,1.0,5.68727488,12.0,0.0051256,0.0,0.00013140571753389953
1287,IXC,3,3.0,0.66666667,5.68251441,12.0,0.00429799,0.5,0.00013156923486230305
1288,IXE,2,2.0,1.0,5.67548907,12.0,0.00436701,0.0,9.038376469139987e-05
1289,IXJ,3,3.0,1.0,5.68791823,12.0,0.00417625,0.0,0.0001444238119772278
1290,IXL,4,4.0,0.66666667,5.68789657,12.0,0.00425125,1.0,0.00018360564281657567
1291,IXM,2,2.0,1.0,5.69275976,12.0,0.00562095,0.0,8.852376117797308e-05
1292,IXR,1,1.0,,6.68400678,13.0,9.458e-05,0.0,8.011641709365222e-05
1293,IXS,2,2.0,1.0,5.91521369,12.0,0.00102746,0.0,0.0001132598768034098
1294,IXU,1,1.0,,5.69220569,12.0,0.00387013,0.0,6.615011959260914e-05
1295,IXZ,2,2.0,1.0,5.94748706,12.0,0.00275778,0.0,9.311878045915558e-05
1296,IYK,1,1.0,,5.20172255,12.0,0.00907583,0.0,6.28545966981811e-05
1297,IZM,18,18.0,0.66666667,5.24251705,12.0,0.15054649,332.59272105727456,0.0003735142061343977
1298,IZO,5,5.0,0.6,5.32176771,12.0,0.01449753,41.0423396945421,0.00017744800281180244
1299,IZT,1,1.0,,5.81540274,13.0,0.00461702,0.0,6.536685053274505e-05
1300,JAC,2,2.0,1.0,5.83447953,13.0,0.01014112,0.0,8.97315005647427e-05
1301,JAG,3,3.0,1.0,6.08374524,12.0,0.00236728,0.0,0.00014522885131656486
1302,JAI,6,6.0,0.53333333,5.72595206,12.0,0.00926527,2614.30286643457,0.0002471592320338503
1303,JAL,1,1.0,,5.81540274,13.0,0.00461702,0.0,6.536685053274505e-05
1304,JAN,17,17.0,0.72058824,5.49985306,13.0,0.09144984,79.71623121488643,0.0003695858523671816
1305,JAQ,4,4.0,0.5,7.72776738,12.0,5.75e-06,2428.4238095238697,0.0002818153228883757
1306,JAT,3,3.0,0.66666667,6.5959149,13.0,5.072e-05,4.416666666666666,0.0002467606716101492
1307,JAU,2,2.0,1.0,5.96365178,13.0,0.00214526,0.0,0.00012617289911937078
1308,JAV,7,7.0,0.23809524,6.36795188,13.0,0.00016943,16257.633333333335,0.0005173094717195161
1309,JAX,26,26.0,0.80923077,5.68797871,13.0,0.16812454,637.4033625265662,0.0005311628910982971
1310,JBR,1,1.0,,6.59863082,14.0,0.00015712,0.0,0.00010617519786653994
1311,JCH,2,2.0,1.0,7.36756287,14.0,3.12e-06,0.0,0.0001715157471456327
1312,JCK,2,2.0,0.0,7.17470449,12.0,1.751e-05,1468.9271067566028,0.0001745929810311128
1313,JCR,1,1.0,,8.83410111,16.0,3.1e-07,0.0,0.00010980427980723285
1314,JCU,1,1.0,,6.29806558,13.0,0.00548673,0.0,5.8313693841260646e-05
1315,JDF,1,1.0,,5.77397527,13.0,0.00467687,0.0,6.953934412179089e-05
1316,JDH,2,2.0,1.0,6.7293359,13.0,0.00023633,0.0,0.00012570468674013741
1317,JDO,4,4.0,0.5,6.11092854,13.0,0.00113649,52.94361656664652,0.00017980897998743565
1318,JDZ,3,3.0,1.0,5.63974439,12.0,0.01032328,0.0,0.0001031782516768123
1319,JED,82,82.0,0.19301415,4.59922356,11.0,0.27243444,84736.08680769232,0.0020482611957880047
1320,JEE,1,1.0,,6.5045281,14.0,0.00064759,0.0,7.013638114630775e-05
1321,JEG,4,4.0,0.5,6.36746966,13.0,0.00017232,1809.6999999999996,0.0002830528772500248
1322,JEJ,2,2.0,1.0,6.59593465,13.0,4.983e-05,0.0,0.00017162661927157526
1323,JER,19,19.0,0.29824561,5.20540859,12.0,0.0837666,2479.0368553681783,0.00045641387616293015
1324,JFR,1,1.0,,7.38831428,14.0,2.92e-06,0.0,0.00012992237702213588
1325,JGA,2,2.0,1.0,5.69218322,12.0,0.00394012,0.0,0.00011504368624795443
1326,JGN,2,2.0,1.0,6.61967661,13.0,0.00033902,0.0,9.347425549748545e-05
1327,JGO,3,3.0,0.66666667,7.36832092,14.0,6.13e-06,0.8333333333333333,0.0002373184489075604
1328,JGR,2,2.0,0.0,6.38838686,13.0,0.00016447,3616.000000000001,0.0002081482522455357
1329,JHB,7,7.0,0.23809524,5.75270777,12.0,0.006497,189.21920944740944,0.0002626805651152016
1330,JHG,4,4.0,0.5,5.76924175,12.0,0.00669567,797.280339827629,0.00017622138426052212
1331,JHM,3,3.0,1.0,5.58565076,12.0,0.00400397,0.0,0.00012229781131653687
1332,JHS,4,4.0,0.66666667,6.36786983,13.0,0.00017819,5.4,0.00027199481171000727
1333,JHW,1,1.0,,5.81740776,13.0,0.00708965,0.0,6.191188610022984e-05
1334,JIA,4,4.0,0.33333333,6.77020797,14.0,9.802e-05,7230.000000000001,0.0003086504786290348
1335,JIB,14,14.0,0.2967033,5.76635105,12.0,0.0243392,14766.419106481257,0.0004936727435916375
1336,JIJ,3,3.0,1.0,7.2771386,14.0,3.912e-05,0.0,0.00020323051052582666
1337,JIK,1,1.0,,5.42203555,12.0,0.0076845,0.0,6.473243916204277e-05
1338,JIL,1,1.0,,5.74726762,12.0,0.00331994,0.0,6.155118599234505e-05
1339,JIM,6,6.0,0.26666667,6.27910219,13.0,0.00175284,16258.233333333332,0.0003926291073711966
1340,JIW,4,4.0,1.0,6.08207835,12.0,0.00245217,0.0,0.00015344816788481102
1341,JJN,7,7.0,0.47619048,5.71914862,12.0,0.00633962,136.9033991620131,0.00017954962651903718
1342,JJU,4,4.0,0.66666667,6.38835057,13.0,0.00017345,1.0,0.0002919180718261434
1343,JKG,4,4.0,0.83333333,5.39535698,12.0,0.02105905,0.31490683229813665,0.0001272523288812635
1344,JKH,3,3.0,1.0,5.4274501,12.0,0.01177361,0.0,0.00011620740178928639
1345,JKR,1,1.0,,6.48434021,12.0,0.00118458,0.0,7.191623928341239e-05
1346,JKT,38,38.0,0.17354196,5.25250372,11.0,0.06076021,67979.148335495,0.001370971316397257
1347,JLN,4,4.0,0.66666667,5.55394966,13.0,0.02129275,16.857192285389605,0.0001314559919406417
1348,JMK,1,1.0,,5.42203555,12.0,0.0076845,0.0,6.473243916204277e-05
1349,JMO,1,1.0,,7.48429215,13.0,2.105e-05,0.0,0.00011929705006063419
1350,JMS,2,2.0,0.0,5.63050175,13.0,0.00689366,3615.999999999999,0.00015580471264100334
1351,JMU,1,1.0,,5.66635745,12.0,0.00564714,0.0,6.165034541962404e-05
1352,JNB,84,84.0,0.12679289,4.65987636,11.0,0.28131901,251772.22912514457,0.002813823447638282
1353,JNN,3,3.0,1.0,6.3882639,13.0,0.00017052,0.0,0.00022290254238098263
1354,JNS,2,2.0,1.0,6.38817723,13.0,0.00016749,0.0,0.00015974682203971803
1355,JNU,18,18.0,0.03921569,5.74858377,13.0,0.00730564,50158.5605201134,0.001408771873998634
1356,JNX,2,2.0,0.0,5.42198418,12.0,0.00768693,3615.999999999999,0.0001565133518703136
1357,JNZ,1,1.0,,5.74726762,12.0,0.00331994,0.0,6.155118599234505e-05
1358,JOE,2,2.0,1.0,5.79116609,13.0,0.00564832,0.0,0.00011493422148298684
1359,JOG,4,4.0,0.83333333,6.17689759,12.0,0.00216644,5.761904761904761,0.00017525789767944578
1360,JOI,5,5.0,0.8,5.77439185,13.0,0.00523685,2.583333333333333,0.0002191444658127887
1361,JON,2,2.0,1.0,5.59747893,12.0,0.00273017,0.0,0.00013393321646740824
1362,JOS,3,3.0,0.33333333,6.19418087,13.0,0.0033525,3616.0,0.00018150304515054955
1363,JPA,4,4.0,0.66666667,6.84033029,14.0,0.00094238,5.543646996278578,0.00016363922622742474
1364,JPR,1,1.0,,7.77022846,15.0,1.71e-06,0.0,0.00012211939808961424
1365,JQA,3,3.0,0.66666667,7.36780693,14.0,3.12e-06,0.5,0.00025410719462171935
1366,JQE,2,2.0,1.0,5.92126923,13.0,0.00193477,0.0,0.00012492897911205026
